SEU-ALLEN_local_17783_21814_6294_5283_CCFv3.swc,0,13,70,103,83,130,85,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17783_22252_7043_5286_CCFv3.swc,0,1,32,35,97,81,64,127,48,57,26,0,0,0,0,0,0
SEU-ALLEN_local_17783_22430_6686_5619_CCFv3.swc,0,37,4,36,29,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17783_22674_6659_5497_CCFv3.swc,0,0,16,75,60,116,128,119,81,121,100,56,19,0,0,0,0
SEU-ALLEN_local_17783_22722_6114_5496_CCFv3.swc,0,66,42,36,68,117,115,91,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17783_23479_6440_5166_CCFv3.swc,0,9,34,116,227,311,264,167,22,37,10,0,0,0,0,0,0
SEU-ALLEN_local_17783_23529_6358_5461_CCFv3.swc,0,2,28,250,236,47,131,27,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17783_4420_7863_6436_CCFv3.swc,0,6,132,218,344,42,55,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17783_4972_7308_6398_CCFv3.swc,0,25,127,192,179,20,1,2,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_29318_9561_6064_CCFv3.swc,0,42,90,90,23,33,22,57,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_29409_9825_6174_CCFv3.swc,37,3,61,165,76,141,0,0,0,0,0,0,0,0,0,0,0
