target_cell,1,2,3,4,5,6,7,8,9,10
SEU-ALLEN_local_17301_25362_7353_3752_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17301_27533_9392_2896_CCFv3.swc,2,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_27538_8024_5489_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_27712_8785_2792_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_17301_28142_8903_3032_CCFv3.swc,0,0,1,0,3,1,0,0,0,0
SEU-ALLEN_local_17301_28988_7810_4044_CCFv3.swc,0,0,0,1,1,0,0,0,0,0
SEU-ALLEN_local_17301_5348_10304_3129_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17301_6016_7105_3897_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_6051_7049_3956_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17301_6098_6798_4071_CCFv3.swc,0,4,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_6387_7400_3436_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_6592_6996_3054_CCFv3.swc,1,1,0,4,0,0,0,0,0,0
SEU-ALLEN_local_17301_6973_9726_3938_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17301_7345_8952_4074_CCFv3.swc,0,0,0,0,0,2,1,0,0,0
SEU-ALLEN_local_17301_7946_5018_4716_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17301_7986_4864_3883_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_8024_6955_4081_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_8108_7714_3123_CCFv3.swc,0,1,0,0,0,0,1,0,0,0
SEU-ALLEN_local_17301_8165_9001_3307_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17301_8173_5433_3932_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_8257_5268_3891_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_8464_5132_4879_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_8503_4874_3779_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_8541_5152_4250_CCFv3.swc,0,0,0,0,0,2,0,0,0,0
SEU-ALLEN_local_17301_8639_7809_4205_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_8812_5159_3983_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_9465_4811_3529_CCFv3.swc,2,4,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_9745_4194_4381_CCFv3.swc,0,1,3,0,3,0,0,0,0,0
SEU-ALLEN_local_17301_9807_5706_4172_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17301_9867_4192_4306_CCFv3.swc,0,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17302_21194_42218_1944_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17302_23418_41714_3148_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_17302_23652_41312_3498_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_17302_24718_16538_2968_CCFv3.swc,1,5,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17302_25050_16756_2810_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17302_26722_19624_3075_CCFv3.swc,1,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17304_10871_15144_4782_CCFv3.swc,0,6,1,2,3,0,0,0,0,0
SEU-ALLEN_local_17304_10927_15020_5092_CCFv3.swc,0,0,0,1,3,1,0,3,0,0
SEU-ALLEN_local_17304_10941_14704_5105_CCFv3.swc,0,6,9,2,9,0,0,0,0,0
SEU-ALLEN_local_17304_11004_15026_4960_CCFv3.swc,2,0,1,5,6,1,0,0,0,0
SEU-ALLEN_local_17304_11152_14930_4814_CCFv3.swc,0,0,0,1,2,0,0,0,0,0
SEU-ALLEN_local_17304_11154_14746_5091_CCFv3.swc,2,4,13,7,2,1,0,0,0,0
SEU-ALLEN_local_17304_11159_14480_4840_CCFv3.swc,0,0,0,0,1,2,1,2,2,0
SEU-ALLEN_local_17304_11249_14532_5088_CCFv3.swc,0,3,2,3,0,4,0,0,0,0
SEU-ALLEN_local_17304_11290_14531_4926_CCFv3.swc,0,0,1,0,1,1,0,0,0,0
SEU-ALLEN_local_17304_11295_14494_4976_CCFv3.swc,0,0,5,2,0,0,0,0,0,0
SEU-ALLEN_local_17304_11320_14664_4422_CCFv3.swc,0,0,1,3,1,1,1,0,0,0
SEU-ALLEN_local_17304_11336_14942_4355_CCFv3.swc,0,3,1,7,5,0,0,0,0,0
SEU-ALLEN_local_17304_11489_14228_4504_CCFv3.swc,0,2,2,0,0,0,0,0,0,0
SEU-ALLEN_local_17304_11492_14260_5001_CCFv3.swc,0,0,0,1,0,1,3,0,0,0
SEU-ALLEN_local_17304_11527_14876_4166_CCFv3.swc,0,1,6,1,3,0,0,0,0,0
SEU-ALLEN_local_17304_11540_14628_4185_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17304_11542_14222_4792_CCFv3.swc,3,3,8,4,0,0,0,0,0,0
SEU-ALLEN_local_17304_11586_14136_4594_CCFv3.swc,1,1,3,2,15,1,0,0,0,0
SEU-ALLEN_local_17304_11629_14445_4226_CCFv3.swc,0,0,1,0,0,1,2,0,0,0
SEU-ALLEN_local_17304_11704_13891_5077_CCFv3.swc,0,0,0,1,6,0,0,0,0,0
SEU-ALLEN_local_17304_11785_14160_4329_CCFv3.swc,0,0,0,1,0,1,0,0,0,0
SEU-ALLEN_local_17304_11810_13854_4548_CCFv3.swc,1,0,5,0,3,0,0,0,0,0
SEU-ALLEN_local_17304_11818_13596_4826_CCFv3.swc,0,5,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17304_11836_14016_4941_CCFv3.swc,1,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17304_11846_13914_4449_CCFv3.swc,0,0,7,1,0,3,0,4,0,0
SEU-ALLEN_local_17304_11849_14174_4226_CCFv3.swc,0,0,1,1,1,0,0,0,0,0
SEU-ALLEN_local_17304_11860_13506_4884_CCFv3.swc,0,1,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17304_11942_13712_4695_CCFv3.swc,0,0,0,3,0,3,1,2,0,0
SEU-ALLEN_local_17304_11978_12876_4567_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17304_12008_13642_4857_CCFv3.swc,0,0,1,0,0,1,0,0,0,0
SEU-ALLEN_local_17304_12060_12868_5111_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17304_12097_13132_5033_CCFv3.swc,0,1,0,0,3,0,0,0,0,0
SEU-ALLEN_local_17304_12114_13876_4118_CCFv3.swc,0,0,1,1,0,0,0,1,0,0
SEU-ALLEN_local_17304_12170_13224_4770_CCFv3.swc,0,2,1,1,1,1,3,3,0,0
SEU-ALLEN_local_17304_12428_13249_4188_CCFv3.swc,0,0,0,7,0,3,0,0,0,0
SEU-ALLEN_local_17304_12556_12620_5001_CCFv3.swc,0,0,1,2,1,0,0,0,0,0
SEU-ALLEN_local_17304_12622_13007_4152_CCFv3.swc,0,0,0,4,0,0,1,0,0,0
SEU-ALLEN_local_17304_12704_12574_4478_CCFv3.swc,0,7,1,0,4,0,0,0,0,0
SEU-ALLEN_local_17304_12908_12577_4467_CCFv3.swc,0,9,3,4,3,1,0,0,0,0
SEU-ALLEN_local_17304_12963_12853_4298_CCFv3.swc,1,0,0,5,2,3,0,0,0,0
SEU-ALLEN_local_17304_13015_12397_4811_CCFv3.swc,0,0,3,5,3,1,3,0,8,9
SEU-ALLEN_local_17304_13130_12834_4118_CCFv3.swc,0,1,4,2,6,0,0,0,0,0
SEU-ALLEN_local_17304_13158_12278_4634_CCFv3.swc,0,0,2,2,4,1,0,0,0,0
SEU-ALLEN_local_17304_13251_12134_4603_CCFv3.swc,1,3,5,12,4,4,0,0,0,0
SEU-ALLEN_local_17304_13334_12306_4452_CCFv3.swc,0,0,4,0,0,0,0,0,0,0
SEU-ALLEN_local_17304_13414_12518_4108_CCFv3.swc,1,1,6,5,5,1,0,0,0,0
SEU-ALLEN_local_17304_13431_12246_4333_CCFv3.swc,0,0,0,2,1,3,1,1,0,0
SEU-ALLEN_local_17304_13483_11962_4805_CCFv3.swc,0,0,5,2,10,0,0,0,0,0
SEU-ALLEN_local_17304_13564_12368_4238_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17304_13836_11938_4194_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17304_13980_11148_5015_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17304_13989_11656_4348_CCFv3.swc,0,1,9,2,4,2,0,0,0,0
SEU-ALLEN_local_17304_14012_11204_5109_CCFv3.swc,3,3,5,1,6,8,4,1,0,0
SEU-ALLEN_local_17304_14020_11540_4767_CCFv3.swc,0,1,0,1,2,2,3,7,0,0
SEU-ALLEN_local_17304_14070_12014_4121_CCFv3.swc,0,0,3,1,3,0,0,0,0,0
SEU-ALLEN_local_17304_14194_11393_4835_CCFv3.swc,0,2,0,1,4,1,4,6,1,3
SEU-ALLEN_local_17304_14204_11495_4534_CCFv3.swc,0,0,5,5,5,0,1,11,4,0
SEU-ALLEN_local_17304_14248_11363_4600_CCFv3.swc,2,1,5,1,4,0,0,0,0,0
SEU-ALLEN_local_17304_14828_11324_4237_CCFv3.swc,0,1,17,16,8,10,4,1,0,0
SEU-ALLEN_local_17539_10495_3126_4129_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17539_10574_3149_3956_CCFv3.swc,0,0,0,0,0,1,1,0,0,0
SEU-ALLEN_local_17539_10618_3191_4089_CCFv3.swc,0,0,0,0,2,0,0,0,0,0
SEU-ALLEN_local_17539_10619_3088_4069_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17539_10674_3168_3994_CCFv3.swc,0,0,0,1,2,0,1,0,0,0
SEU-ALLEN_local_17539_22560_2321_5425_CCFv3.swc,0,0,0,3,0,0,0,0,0,0
SEU-ALLEN_local_17539_22746_2353_5596_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17539_22871_2529_5330_CCFv3.swc,0,0,0,2,2,0,0,0,0,0
SEU-ALLEN_local_17539_22923_2542_5125_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_17539_22963_2526_4963_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17539_23136_2423_5413_CCFv3.swc,0,0,0,3,0,0,0,0,0,0
SEU-ALLEN_local_17539_23309_2567_5254_CCFv3.swc,0,0,0,2,0,0,0,0,0,0
SEU-ALLEN_local_17539_23340_2564_5310_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17539_23391_2626_5091_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17539_23430_2477_5114_CCFv3.swc,0,0,2,0,0,2,0,0,0,0
SEU-ALLEN_local_17539_23762_2844_5284_CCFv3.swc,0,0,3,0,0,0,0,0,0,0
SEU-ALLEN_local_17539_23810_2662_4844_CCFv3.swc,0,0,0,0,0,0,3,0,0,0
SEU-ALLEN_local_17539_24017_2826_5094_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17539_24274_3021_4763_CCFv3.swc,0,0,0,2,0,0,0,0,0,0
SEU-ALLEN_local_17539_24371_2906_4993_CCFv3.swc,0,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17539_5126_4885_4880_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17539_7129_4067_3944_CCFv3.swc,0,0,1,0,0,1,1,0,0,0
SEU-ALLEN_local_17539_8987_2878_4048_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17539_9016_3895_3850_CCFv3.swc,1,2,15,13,3,3,3,0,0,0
SEU-ALLEN_local_17539_9027_3912_3971_CCFv3.swc,0,0,2,0,6,4,2,0,0,0
SEU-ALLEN_local_17539_9039_4050_3822_CCFv3.swc,0,1,0,0,1,4,2,0,0,0
SEU-ALLEN_local_17539_9054_3951_3851_CCFv3.swc,0,2,17,2,0,0,0,0,0,0
SEU-ALLEN_local_17539_9076_3931_3908_CCFv3.swc,0,1,7,1,0,0,0,0,0,0
SEU-ALLEN_local_17539_9150_3809_3831_CCFv3.swc,3,0,5,2,5,0,0,0,0,0
SEU-ALLEN_local_17539_9173_3458_4251_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_17539_9189_4039_3726_CCFv3.swc,0,0,1,0,0,1,0,0,0,0
SEU-ALLEN_local_17539_9239_3424_4307_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_17539_9352_3849_3426_CCFv3.swc,0,0,3,2,15,3,0,0,0,0
SEU-ALLEN_local_17539_9358_3831_3808_CCFv3.swc,0,1,0,1,2,1,0,0,0,0
SEU-ALLEN_local_17539_9422_3800_3938_CCFv3.swc,0,0,7,7,2,2,8,1,0,0
SEU-ALLEN_local_17539_9469_3415_4284_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17539_9495_3813_3961_CCFv3.swc,0,0,0,0,1,1,3,2,0,0
SEU-ALLEN_local_17539_9694_3471_3968_CCFv3.swc,0,2,3,0,2,0,0,0,0,0
SEU-ALLEN_local_17539_9880_3486_4003_CCFv3.swc,0,2,2,2,2,0,0,0,0,0
SEU-ALLEN_local_17542_15652_39874_3564_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_17542_15976_40175_3739_CCFv3.swc,0,1,0,1,1,0,0,0,0,0
SEU-ALLEN_local_17542_15987_41406_3591_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17542_16671_12083_3983_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17542_16789_41289_4190_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17542_16857_39329_3577_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17542_17053_39500_3639_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_17542_17071_41272_4104_CCFv3.swc,0,0,0,2,0,0,0,0,0,0
SEU-ALLEN_local_17542_17248_41221_4248_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_17542_17291_38924_3651_CCFv3.swc,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17542_17493_41688_4477_CCFv3.swc,0,0,0,0,0,0,1,1,0,0
SEU-ALLEN_local_17542_17494_39007_3841_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17542_17868_39179_3832_CCFv3.swc,0,0,0,0,0,1,0,1,0,1
SEU-ALLEN_local_17542_17899_42212_4343_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17542_17938_42140_4348_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17542_18202_13232_4859_CCFv3.swc,0,0,1,2,0,0,0,0,0,0
SEU-ALLEN_local_17542_18305_38399_3827_CCFv3.swc,0,0,2,1,1,0,0,0,0,0
SEU-ALLEN_local_17542_18387_38679_3620_CCFv3.swc,0,0,0,0,0,0,0,0,0,1
SEU-ALLEN_local_17542_18766_39474_3995_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17542_18770_41651_4891_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17542_18929_40569_4392_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17542_19066_41349_4888_CCFv3.swc,0,0,0,0,1,0,1,0,0,0
SEU-ALLEN_local_17542_19095_40263_4566_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17542_19149_38981_4212_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17542_19382_41292_4858_CCFv3.swc,0,0,1,0,0,0,0,0,0,1
SEU-ALLEN_local_17542_19417_41246_4955_CCFv3.swc,0,0,0,0,0,0,0,1,1,0
SEU-ALLEN_local_17542_19509_41270_4888_CCFv3.swc,0,0,0,0,4,4,0,1,0,0
SEU-ALLEN_local_17542_19602_36138_4054_CCFv3.swc,0,0,0,0,0,0,0,1,0,0
SEU-ALLEN_local_17542_19608_43008_4813_CCFv3.swc,0,0,0,0,1,1,0,0,0,0
SEU-ALLEN_local_17542_19641_42876_4789_CCFv3.swc,0,0,0,0,1,0,0,1,6,0
SEU-ALLEN_local_17542_19727_38147_4007_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17542_20043_39702_4828_CCFv3.swc,0,0,0,0,0,0,0,2,0,0
SEU-ALLEN_local_17542_20379_39104_4500_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17542_20429_38284_4372_CCFv3.swc,0,0,0,2,1,0,0,0,0,0
SEU-ALLEN_local_17542_20462_39648_4640_CCFv3.swc,0,0,0,0,0,0,2,0,0,0
SEU-ALLEN_local_17542_20480_35536_4177_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17542_20604_38836_4526_CCFv3.swc,0,0,0,0,1,0,0,1,0,0
SEU-ALLEN_local_17542_21106_40062_3607_CCFv3.swc,0,0,0,1,1,6,5,10,5,7
SEU-ALLEN_local_17542_21254_38399_4731_CCFv3.swc,0,0,0,0,0,0,0,1,0,0
SEU-ALLEN_local_17542_23443_21827_5420_CCFv3.swc,0,0,0,0,0,0,0,0,1,0
SEU-ALLEN_local_17542_23466_22074_5432_CCFv3.swc,0,0,0,0,0,2,0,0,0,0
SEU-ALLEN_local_17542_23823_38546_5761_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17542_23923_42950_5058_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17542_24075_19442_4536_CCFv3.swc,0,0,0,2,0,1,0,0,0,0
SEU-ALLEN_local_17542_25061_35283_5679_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17542_25203_35730_5721_CCFv3.swc,0,0,0,0,0,0,1,2,0,0
SEU-ALLEN_local_17542_25297_41247_5195_CCFv3.swc,0,0,0,0,0,0,2,0,0,0
SEU-ALLEN_local_17543_4241_18135_4912_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17543_4259_18653_5077_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_4389_18573_4928_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17543_4547_18902_4592_CCFv3.swc,2,2,4,6,2,0,0,0,0,0
SEU-ALLEN_local_17543_4620_19411_4702_CCFv3.swc,0,4,3,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_4758_20669_5244_CCFv3.swc,4,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_4775_18047_4684_CCFv3.swc,0,0,0,0,0,1,0,1,0,0
SEU-ALLEN_local_17543_4799_4809_4747_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_17543_4884_18762_4838_CCFv3.swc,0,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_4891_17889_4564_CCFv3.swc,0,0,0,0,2,0,0,0,0,0
SEU-ALLEN_local_17543_5018_20629_5062_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5057_19615_4979_CCFv3.swc,0,0,1,2,5,0,0,0,0,0
SEU-ALLEN_local_17543_5099_20776_5109_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5153_3765_5015_CCFv3.swc,0,0,2,3,4,2,0,0,0,0
SEU-ALLEN_local_17543_5163_19902_5105_CCFv3.swc,0,1,0,1,1,1,0,0,0,0
SEU-ALLEN_local_17543_5287_3883_4867_CCFv3.swc,0,1,2,0,2,0,0,0,0,0
SEU-ALLEN_local_17543_5300_19227_4755_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5349_5310_4381_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17543_5352_19268_4720_CCFv3.swc,0,1,0,2,2,0,1,0,0,0
SEU-ALLEN_local_17543_5382_19997_4874_CCFv3.swc,0,0,0,1,0,3,0,0,0,0
SEU-ALLEN_local_17543_5419_18448_4474_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5495_19867_4862_CCFv3.swc,0,1,2,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5536_21171_5061_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_17543_5537_20059_4938_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17543_5594_19675_4704_CCFv3.swc,0,0,1,0,0,1,0,0,0,0
SEU-ALLEN_local_17543_5647_5159_4296_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5785_20025_4816_CCFv3.swc,0,2,2,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5797_19487_4566_CCFv3.swc,0,1,0,0,0,1,2,0,0,0
SEU-ALLEN_local_17543_5826_20333_4939_CCFv3.swc,1,4,8,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5832_20275_4924_CCFv3.swc,0,1,13,3,3,3,1,0,0,0
SEU-ALLEN_local_17543_5833_19645_4644_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5931_21102_4828_CCFv3.swc,0,4,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_6048_4774_3762_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_6105_20335_4829_CCFv3.swc,0,0,1,5,0,0,0,0,0,0
SEU-ALLEN_local_17543_6190_19644_4477_CCFv3.swc,0,0,1,0,1,1,0,0,0,0
SEU-ALLEN_local_17543_6215_19764_4493_CCFv3.swc,1,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17543_6233_19456_4308_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17543_6604_20618_4686_CCFv3.swc,0,1,0,0,1,0,0,1,0,0
SEU-ALLEN_local_17543_6873_20366_4445_CCFv3.swc,0,0,0,0,2,0,0,0,0,0
SEU-ALLEN_local_17543_6893_4229_3956_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17543_7073_20499_4424_CCFv3.swc,0,0,3,2,0,0,0,0,0,0
SEU-ALLEN_local_17543_7186_20155_3740_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_7239_20438_3808_CCFv3.swc,1,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_7349_20273_3714_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17543_7598_20652_3740_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_17545_23104_13444_3798_CCFv3.swc,0,0,3,0,0,0,0,0,0,0
SEU-ALLEN_local_17545_26078_40320_3368_CCFv3.swc,0,1,8,7,10,11,5,0,0,0
SEU-ALLEN_local_17545_27508_11314_5315_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17545_29758_15156_4866_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17545_29782_15272_4958_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17545_30470_15690_5598_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17545_30679_18992_4210_CCFv3.swc,0,0,0,0,0,0,0,2,0,0
SEU-ALLEN_local_17545_31298_16956_5382_CCFv3.swc,0,0,0,0,1,1,1,0,0,0
SEU-ALLEN_local_17545_32608_19534_4980_CCFv3.swc,1,6,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17781_6763_42256_5570_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17781_7461_13046_6183_CCFv3.swc,0,0,1,1,0,2,4,0,0,0
SEU-ALLEN_local_17781_7617_12302_6204_CCFv3.swc,8,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_17782_37705_8139_5866_CCFv3.swc,0,5,3,2,0,3,0,0,0,0
SEU-ALLEN_local_17782_37803_11131_5554_CCFv3.swc,0,0,0,0,0,0,1,1,0,0
SEU-ALLEN_local_17782_37811_7026_6204_CCFv3.swc,0,0,1,3,0,0,0,0,0,0
SEU-ALLEN_local_17782_38401_13803_4551_CCFv3.swc,0,0,0,0,0,2,1,0,0,0
SEU-ALLEN_local_17782_38572_9855_5634_CCFv3.swc,0,0,0,1,2,8,4,2,0,0
SEU-ALLEN_local_17782_7560_15323_4087_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17782_9189_6393_6189_CCFv3.swc,0,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17782_9265_5836_6142_CCFv3.swc,0,0,1,1,2,1,1,4,0,1
SEU-ALLEN_local_17783_10010_4846_4427_CCFv3.swc,0,0,0,0,1,0,1,2,0,0
SEU-ALLEN_local_17783_10083_5728_4047_CCFv3.swc,0,0,0,1,0,1,1,0,0,0
SEU-ALLEN_local_17783_10088_4252_4760_CCFv3.swc,0,0,0,0,0,0,0,1,0,0
SEU-ALLEN_local_17783_10255_5265_4179_CCFv3.swc,0,2,1,2,0,2,0,0,1,0
SEU-ALLEN_local_17783_10259_4881_4300_CCFv3.swc,0,0,0,0,0,0,0,0,2,0
SEU-ALLEN_local_17783_10428_4184_4730_CCFv3.swc,0,0,0,0,1,1,0,0,0,0
SEU-ALLEN_local_17783_10558_5233_4216_CCFv3.swc,0,0,0,0,1,1,1,0,0,1
SEU-ALLEN_local_17783_10619_5079_4314_CCFv3.swc,0,0,0,0,1,0,1,0,0,0
SEU-ALLEN_local_17783_10694_4681_4301_CCFv3.swc,0,0,0,0,0,1,0,0,0,1
SEU-ALLEN_local_17783_10739_4971_4192_CCFv3.swc,0,0,0,1,0,2,1,1,1,0
SEU-ALLEN_local_17783_10766_4353_4538_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_17783_10841_4562_4333_CCFv3.swc,0,0,0,2,3,0,1,0,0,0
SEU-ALLEN_local_17783_10890_4444_4453_CCFv3.swc,0,0,0,0,0,0,1,0,1,0
SEU-ALLEN_local_17783_11103_3297_4979_CCFv3.swc,0,0,0,0,0,1,1,0,4,0
SEU-ALLEN_local_17783_11373_4428_4334_CCFv3.swc,0,0,0,0,0,1,0,1,0,0
SEU-ALLEN_local_17783_11485_3539_4722_CCFv3.swc,0,0,0,1,0,1,0,1,0,0
SEU-ALLEN_local_17783_11701_3652_4659_CCFv3.swc,0,0,0,0,2,0,0,0,0,0
