target_cell,1,2,3,4,5,6,7,8,9,10
SEU-ALLEN_local_18472_11183_9447_3886_CCFv3.swc,0,1,1,1,1,4,0,0,0,0
SEU-ALLEN_local_18472_11200_10633_3441_CCFv3.swc,1,0,1,0,1,1,0,1,0,0
SEU-ALLEN_local_18472_11201_4555_6174_CCFv3.swc,0,0,0,0,0,1,0,1,1,0
SEU-ALLEN_local_18472_11201_5951_5545_CCFv3.swc,1,0,0,0,1,1,0,0,2,0
SEU-ALLEN_local_18472_11206_7501_4707_CCFv3.swc,0,0,1,2,3,0,1,1,0,0
SEU-ALLEN_local_18472_11214_6742_5127_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_11215_8879_4049_CCFv3.swc,0,0,1,1,1,2,1,0,0,1
SEU-ALLEN_local_18472_11224_7716_4629_CCFv3.swc,0,0,1,1,0,1,0,1,0,0
SEU-ALLEN_local_18472_11234_6561_5122_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11240_5016_5944_CCFv3.swc,0,0,0,0,1,1,0,0,0,0
SEU-ALLEN_local_18472_11242_5931_5542_CCFv3.swc,0,1,0,0,1,0,0,0,3,0
SEU-ALLEN_local_18472_11249_8111_4434_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_11250_6123_5347_CCFv3.swc,0,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11255_4939_5930_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_11257_6972_4917_CCFv3.swc,0,0,1,1,0,4,1,0,0,0
SEU-ALLEN_local_18472_11261_9924_3687_CCFv3.swc,0,0,0,1,4,0,0,0,0,0
SEU-ALLEN_local_18472_11263_5720_5499_CCFv3.swc,1,1,2,2,2,0,0,0,0,0
SEU-ALLEN_local_18472_11265_5460_5617_CCFv3.swc,0,2,0,4,2,0,0,1,0,0
SEU-ALLEN_local_18472_11274_5311_5601_CCFv3.swc,0,1,0,4,3,3,3,1,0,0
SEU-ALLEN_local_18472_11282_8469_4182_CCFv3.swc,1,0,0,2,3,0,1,0,0,0
SEU-ALLEN_local_18472_11286_9373_3893_CCFv3.swc,1,0,1,3,3,2,1,0,2,1
SEU-ALLEN_local_18472_11291_7110_4981_CCFv3.swc,0,0,0,0,0,0,0,0,1,0
SEU-ALLEN_local_18472_11312_8264_4198_CCFv3.swc,0,0,0,0,1,0,3,0,3,0
SEU-ALLEN_local_18472_11314_8342_4324_CCFv3.swc,0,2,0,0,0,0,1,0,0,0
SEU-ALLEN_local_18472_11318_4749_6067_CCFv3.swc,0,0,0,0,0,0,2,1,0,0
SEU-ALLEN_local_18472_11336_5978_5438_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11340_9134_3962_CCFv3.swc,0,0,1,1,1,0,2,9,0,0
SEU-ALLEN_local_18472_11342_4635_5985_CCFv3.swc,0,0,0,3,1,0,0,1,4,0
SEU-ALLEN_local_18472_11372_7026_4872_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_18472_11373_7425_4808_CCFv3.swc,0,0,0,2,0,0,0,0,0,0
SEU-ALLEN_local_18472_11374_5318_5679_CCFv3.swc,0,0,3,1,3,1,0,0,0,0
SEU-ALLEN_local_18472_11389_9345_3776_CCFv3.swc,0,2,2,2,3,5,4,4,5,1
SEU-ALLEN_local_18472_11397_7587_4574_CCFv3.swc,0,0,2,0,5,5,1,0,0,0
SEU-ALLEN_local_18472_11400_7608_4687_CCFv3.swc,0,0,1,1,1,0,1,2,0,0
SEU-ALLEN_local_18472_11404_6964_4944_CCFv3.swc,0,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11409_8687_4165_CCFv3.swc,0,0,1,1,0,1,0,1,0,0
SEU-ALLEN_local_18472_11416_4654_6076_CCFv3.swc,0,0,1,0,1,1,0,0,0,1
SEU-ALLEN_local_18472_11430_4860_5957_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_11448_6085_5367_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_18472_11452_10298_3544_CCFv3.swc,0,0,0,1,2,1,0,0,0,0
SEU-ALLEN_local_18472_11455_8863_3969_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11460_9669_3629_CCFv3.swc,0,3,2,1,6,0,1,4,11,2
SEU-ALLEN_local_18472_11471_6139_5297_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_11471_9528_3732_CCFv3.swc,0,2,4,2,1,1,1,2,1,2
SEU-ALLEN_local_18472_11480_9304_3740_CCFv3.swc,3,0,10,6,4,1,1,5,1,0
SEU-ALLEN_local_18472_11492_5182_5680_CCFv3.swc,0,2,1,1,0,0,1,0,0,0
SEU-ALLEN_local_18472_11502_4764_5954_CCFv3.swc,0,1,0,2,0,0,0,0,0,0
SEU-ALLEN_local_18472_11515_7499_4693_CCFv3.swc,0,1,2,0,0,1,1,1,0,0
SEU-ALLEN_local_18472_11536_7480_4598_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_11543_9356_3783_CCFv3.swc,0,0,1,0,3,2,5,1,0,0
SEU-ALLEN_local_18472_11545_9347_3661_CCFv3.swc,0,0,0,1,2,4,5,7,0,0
SEU-ALLEN_local_18472_11560_4663_6015_CCFv3.swc,0,0,1,0,0,0,1,0,0,0
SEU-ALLEN_local_18472_11566_7494_4583_CCFv3.swc,0,0,0,1,0,0,1,0,0,1
SEU-ALLEN_local_18472_11572_6178_5264_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11573_6261_5296_CCFv3.swc,0,0,2,0,0,1,0,0,0,0
SEU-ALLEN_local_18472_11580_9032_3842_CCFv3.swc,0,0,0,2,2,0,0,0,0,0
SEU-ALLEN_local_18472_11586_5486_5525_CCFv3.swc,0,0,2,5,0,2,6,1,1,0
SEU-ALLEN_local_18472_11606_9590_3670_CCFv3.swc,0,0,2,0,1,3,0,0,0,0
SEU-ALLEN_local_18472_11613_5047_5800_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11627_9000_4067_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11631_9109_3874_CCFv3.swc,0,0,1,2,3,4,2,0,0,0
SEU-ALLEN_local_18472_11632_6114_5351_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_11635_5190_5724_CCFv3.swc,0,0,0,1,0,1,0,0,0,0
SEU-ALLEN_local_18472_11637_7180_4725_CCFv3.swc,0,0,0,2,1,1,0,1,0,1
SEU-ALLEN_local_18472_11639_7592_4553_CCFv3.swc,0,1,0,2,0,2,1,0,0,0
SEU-ALLEN_local_18472_11641_9391_3740_CCFv3.swc,0,0,1,3,1,0,2,3,1,2
SEU-ALLEN_local_18472_11644_8670_3989_CCFv3.swc,0,0,0,0,1,0,1,0,0,0
SEU-ALLEN_local_18472_11646_8420_4049_CCFv3.swc,0,0,0,0,0,2,0,0,0,0
SEU-ALLEN_local_18472_11648_9297_3856_CCFv3.swc,3,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11656_5723_5507_CCFv3.swc,0,0,5,3,1,1,0,2,0,2
SEU-ALLEN_local_18472_11657_4415_6059_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_18472_11668_7451_4746_CCFv3.swc,0,0,3,1,0,0,1,0,0,0
SEU-ALLEN_local_18472_11681_5997_5321_CCFv3.swc,1,2,0,0,0,1,0,1,0,0
SEU-ALLEN_local_18472_11695_6093_5290_CCFv3.swc,0,0,0,2,0,0,1,0,0,0
SEU-ALLEN_local_18472_11698_7991_4379_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_11712_6021_5343_CCFv3.swc,0,0,1,4,0,0,0,0,0,0
SEU-ALLEN_local_18472_11724_4556_5931_CCFv3.swc,0,2,4,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11725_5483_5528_CCFv3.swc,0,1,3,1,0,0,5,1,0,0
SEU-ALLEN_local_18472_11725_6908_4849_CCFv3.swc,0,0,2,1,1,0,2,0,0,0
SEU-ALLEN_local_18472_11734_9764_3567_CCFv3.swc,0,0,1,0,3,3,2,4,3,1
SEU-ALLEN_local_18472_11737_6726_5055_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11743_8455_4047_CCFv3.swc,0,3,0,1,2,0,0,0,0,0
SEU-ALLEN_local_18472_11747_5733_5465_CCFv3.swc,0,3,3,2,3,4,2,3,1,0
SEU-ALLEN_local_18472_11748_9500_3657_CCFv3.swc,0,1,0,6,3,1,0,0,0,0
SEU-ALLEN_local_18472_11749_5398_5624_CCFv3.swc,0,0,4,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_11754_7261_4772_CCFv3.swc,1,1,0,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_11755_4631_5980_CCFv3.swc,0,2,0,1,1,2,1,1,0,0
SEU-ALLEN_local_18472_11761_4963_5824_CCFv3.swc,0,1,0,0,3,0,1,0,0,0
SEU-ALLEN_local_18472_11768_7721_4375_CCFv3.swc,0,0,0,0,1,0,1,1,3,0
SEU-ALLEN_local_18472_11773_9873_3513_CCFv3.swc,0,0,3,2,3,5,3,0,0,0
SEU-ALLEN_local_18472_11775_4471_6030_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_18472_11782_9637_3531_CCFv3.swc,0,0,1,0,1,3,1,3,2,0
SEU-ALLEN_local_18472_11798_5440_5629_CCFv3.swc,0,1,4,3,4,6,1,5,0,0
SEU-ALLEN_local_18472_11799_9425_3693_CCFv3.swc,0,3,0,2,0,0,0,0,0,1
SEU-ALLEN_local_18472_11806_5135_5765_CCFv3.swc,0,0,0,1,2,0,2,0,0,1
SEU-ALLEN_local_18472_11806_7034_4846_CCFv3.swc,0,0,0,1,0,1,0,0,0,0
SEU-ALLEN_local_18472_11807_4915_5700_CCFv3.swc,0,2,1,0,9,1,0,0,0,0
SEU-ALLEN_local_18472_11814_8875_3830_CCFv3.swc,0,1,2,1,3,1,2,2,0,0
SEU-ALLEN_local_18472_11815_8185_4238_CCFv3.swc,0,0,6,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_11819_5750_5371_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11823_7309_4818_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11824_5605_5520_CCFv3.swc,0,0,0,0,1,1,0,0,0,0
SEU-ALLEN_local_18472_11831_7365_4648_CCFv3.swc,0,0,0,1,2,0,0,2,0,1
SEU-ALLEN_local_18472_11867_4431_6008_CCFv3.swc,0,0,0,0,3,0,0,0,0,0
SEU-ALLEN_local_18472_11873_5647_5396_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11876_4489_5998_CCFv3.swc,0,2,0,1,0,1,0,0,0,0
SEU-ALLEN_local_18472_11876_4662_5858_CCFv3.swc,0,0,1,0,0,2,0,0,0,0
SEU-ALLEN_local_18472_11877_6098_5319_CCFv3.swc,0,0,3,2,2,0,0,0,0,0
SEU-ALLEN_local_18472_11894_6012_5311_CCFv3.swc,0,0,2,5,1,1,0,0,0,0
SEU-ALLEN_local_18472_11899_7036_4912_CCFv3.swc,0,0,0,1,0,2,1,0,0,0
SEU-ALLEN_local_18472_11901_5031_5726_CCFv3.swc,0,4,1,1,1,2,2,2,0,0
SEU-ALLEN_local_18472_11906_4724_5897_CCFv3.swc,0,4,1,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_11917_7007_4790_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11919_6646_4914_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11925_8655_4023_CCFv3.swc,0,0,0,1,2,2,0,0,0,0
SEU-ALLEN_local_18472_11931_5672_5376_CCFv3.swc,0,1,1,3,0,1,0,2,1,0
SEU-ALLEN_local_18472_11932_4415_5981_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_11945_7568_4566_CCFv3.swc,1,0,1,2,0,0,0,0,0,0
SEU-ALLEN_local_18472_11958_5731_5381_CCFv3.swc,1,0,0,1,0,1,0,0,0,0
SEU-ALLEN_local_18472_11961_5212_5586_CCFv3.swc,0,1,1,3,2,0,0,0,0,0
SEU-ALLEN_local_18472_11962_8201_4099_CCFv3.swc,0,0,0,2,0,0,0,0,0,0
SEU-ALLEN_local_18472_11964_5306_5626_CCFv3.swc,0,0,1,2,0,1,1,0,0,0
SEU-ALLEN_local_18472_11985_7164_4822_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_11988_6809_4938_CCFv3.swc,0,0,1,1,1,0,0,0,0,0
SEU-ALLEN_local_18472_12000_7312_4618_CCFv3.swc,0,0,0,1,0,0,0,1,0,0
SEU-ALLEN_local_18472_12002_4441_6026_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_12006_5443_5537_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_12021_5173_5678_CCFv3.swc,0,1,2,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_12028_5712_5400_CCFv3.swc,0,0,0,3,0,1,1,0,0,0
SEU-ALLEN_local_18472_12035_4661_5888_CCFv3.swc,0,0,0,0,1,1,0,0,0,1
SEU-ALLEN_local_18472_12037_9260_3821_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12046_5502_5435_CCFv3.swc,0,0,2,0,1,0,0,1,0,0
SEU-ALLEN_local_18472_12073_5271_5473_CCFv3.swc,0,0,0,4,2,3,2,4,0,0
SEU-ALLEN_local_18472_12092_5349_5514_CCFv3.swc,1,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_12103_8958_3861_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_12114_5246_5542_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12117_5600_5316_CCFv3.swc,0,0,0,6,2,2,3,3,0,0
SEU-ALLEN_local_18472_12126_8453_4040_CCFv3.swc,0,3,1,3,0,0,0,0,0,0
SEU-ALLEN_local_18472_12133_5672_5450_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_18472_12135_7153_4754_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_18472_12149_5135_5632_CCFv3.swc,0,2,0,1,0,3,2,0,0,0
SEU-ALLEN_local_18472_12157_7242_4563_CCFv3.swc,0,1,1,2,0,2,0,0,0,0
SEU-ALLEN_local_18472_12172_8098_4022_CCFv3.swc,4,0,1,3,2,3,0,1,0,0
SEU-ALLEN_local_18472_12176_7931_4161_CCFv3.swc,0,0,3,0,0,1,2,5,0,0
SEU-ALLEN_local_18472_12178_4412_5970_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12180_6833_4933_CCFv3.swc,0,0,0,0,0,0,1,1,0,0
SEU-ALLEN_local_18472_12185_7650_4346_CCFv3.swc,0,0,0,0,1,1,0,0,0,0
SEU-ALLEN_local_18472_12187_7076_4759_CCFv3.swc,0,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12204_7163_4714_CCFv3.swc,0,2,1,1,0,0,3,0,0,0
SEU-ALLEN_local_18472_12222_5360_5419_CCFv3.swc,0,7,7,7,2,0,0,0,0,0
SEU-ALLEN_local_18472_12228_6965_4737_CCFv3.swc,0,1,1,0,0,0,0,1,0,0
SEU-ALLEN_local_18472_12238_7734_4277_CCFv3.swc,0,0,3,1,0,1,0,0,0,0
SEU-ALLEN_local_18472_12272_8471_4026_CCFv3.swc,0,0,4,2,3,2,3,0,0,4
SEU-ALLEN_local_18472_12274_7294_4665_CCFv3.swc,1,0,2,1,3,0,0,0,0,0
SEU-ALLEN_local_18472_12277_4551_5797_CCFv3.swc,0,0,0,0,0,2,0,0,1,1
SEU-ALLEN_local_18472_12279_5558_5465_CCFv3.swc,0,0,0,0,1,0,2,0,0,0
SEU-ALLEN_local_18472_12279_8902_3801_CCFv3.swc,1,0,1,3,2,0,2,1,1,1
SEU-ALLEN_local_18472_12283_7668_4504_CCFv3.swc,0,0,0,0,1,0,0,1,0,0
SEU-ALLEN_local_18472_12288_8277_4103_CCFv3.swc,0,0,2,2,1,3,4,0,0,0
SEU-ALLEN_local_18472_12298_8828_3732_CCFv3.swc,0,0,0,1,1,0,0,0,0,0
SEU-ALLEN_local_18472_12303_5692_5299_CCFv3.swc,0,2,3,4,3,1,1,0,0,0
SEU-ALLEN_local_18472_12309_6629_4892_CCFv3.swc,0,0,1,1,0,0,0,0,0,1
SEU-ALLEN_local_18472_12310_5540_5315_CCFv3.swc,0,0,0,1,1,3,2,1,0,0
SEU-ALLEN_local_18472_12329_5392_5453_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_18472_12351_7427_4591_CCFv3.swc,0,0,0,0,1,0,0,0,1,0
SEU-ALLEN_local_18472_12364_5207_5397_CCFv3.swc,0,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12368_7839_4241_CCFv3.swc,0,0,1,1,2,0,0,0,0,0
SEU-ALLEN_local_18472_12382_6610_4851_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_12383_7177_4588_CCFv3.swc,0,0,1,0,1,0,2,0,0,0
SEU-ALLEN_local_18472_12415_6969_4711_CCFv3.swc,0,0,0,1,2,2,0,0,0,0
SEU-ALLEN_local_18472_12417_5618_5338_CCFv3.swc,0,0,0,0,0,1,0,2,0,2
SEU-ALLEN_local_18472_12434_8016_4199_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_12448_7914_4272_CCFv3.swc,0,1,0,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_12450_7972_4092_CCFv3.swc,0,0,1,4,3,1,3,0,0,1
SEU-ALLEN_local_18472_12451_6982_4668_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_12452_6755_4878_CCFv3.swc,0,0,0,1,0,0,3,0,0,0
SEU-ALLEN_local_18472_12470_5485_5318_CCFv3.swc,0,1,5,2,1,1,0,0,0,0
SEU-ALLEN_local_18472_12477_7064_4752_CCFv3.swc,0,0,2,0,2,1,0,0,0,0
SEU-ALLEN_local_18472_12481_6936_4819_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_12494_7298_4494_CCFv3.swc,0,0,0,1,0,0,1,0,0,0
SEU-ALLEN_local_18472_12496_5291_5459_CCFv3.swc,0,0,1,1,0,1,0,0,1,0
SEU-ALLEN_local_18472_12501_8983_3764_CCFv3.swc,0,2,3,1,1,1,0,0,0,0
SEU-ALLEN_local_18472_12504_7382_4439_CCFv3.swc,0,1,0,1,0,0,1,0,0,0
SEU-ALLEN_local_18472_12520_6679_4826_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12550_7271_4577_CCFv3.swc,0,0,1,0,2,2,0,0,0,0
SEU-ALLEN_local_18472_12556_6942_4713_CCFv3.swc,0,0,0,3,0,1,0,0,0,0
SEU-ALLEN_local_18472_12597_5467_5363_CCFv3.swc,1,4,2,1,5,0,0,1,0,0
SEU-ALLEN_local_18472_12610_8335_3947_CCFv3.swc,0,1,2,2,3,3,4,0,0,0
SEU-ALLEN_local_18472_12612_7443_4545_CCFv3.swc,0,0,2,2,1,0,0,0,0,0
SEU-ALLEN_local_18472_12613_8478_3859_CCFv3.swc,0,0,0,6,4,2,3,1,3,0
SEU-ALLEN_local_18472_12616_7049_4648_CCFv3.swc,0,0,0,1,1,2,0,0,0,0
SEU-ALLEN_local_18472_12618_7580_4255_CCFv3.swc,1,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_18472_12682_7678_4298_CCFv3.swc,0,0,0,3,1,0,0,0,2,1
SEU-ALLEN_local_18472_12691_8073_4049_CCFv3.swc,0,0,0,4,1,1,2,1,5,0
SEU-ALLEN_local_18472_12756_8416_3918_CCFv3.swc,1,4,3,1,2,3,0,0,0,0
SEU-ALLEN_local_18472_12758_7831_4158_CCFv3.swc,0,0,0,1,1,1,2,0,0,0
SEU-ALLEN_local_18472_12892_7755_4260_CCFv3.swc,1,1,0,0,2,0,0,0,0,0
SEU-ALLEN_local_18472_12962_8093_3966_CCFv3.swc,0,3,2,10,1,2,1,2,0,1
SEU-ALLEN_local_18472_13000_7798_4155_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_13095_7949_3990_CCFv3.swc,0,1,1,1,1,0,2,1,0,0
SEU-ALLEN_local_18472_27533_6483_4741_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_18472_27670_6477_4634_CCFv3.swc,0,0,1,3,1,3,0,1,0,0
SEU-ALLEN_local_18472_27687_6628_4621_CCFv3.swc,0,0,0,0,1,1,1,6,1,0
SEU-ALLEN_local_18472_27797_6515_4834_CCFv3.swc,0,0,3,3,0,0,0,0,1,0
SEU-ALLEN_local_18472_27976_7248_4550_CCFv3.swc,0,1,1,0,1,1,1,0,0,0
SEU-ALLEN_local_18472_28063_7596_4412_CCFv3.swc,0,0,2,5,1,0,0,0,0,0
SEU-ALLEN_local_18472_28213_7216_4593_CCFv3.swc,0,0,0,3,2,0,1,0,0,0
SEU-ALLEN_local_18472_28358_7487_4443_CCFv3.swc,0,0,1,1,0,0,1,0,0,0
SEU-ALLEN_local_18472_28363_7567_4332_CCFv3.swc,0,0,0,1,1,1,1,0,0,0
SEU-ALLEN_local_18472_28431_7402_4398_CCFv3.swc,0,0,0,2,2,2,0,0,0,0
SEU-ALLEN_local_18472_28445_7116_4516_CCFv3.swc,0,0,0,0,0,2,1,0,0,1
SEU-ALLEN_local_18472_28563_7375_4478_CCFv3.swc,0,0,0,1,0,0,2,0,0,2
SEU-ALLEN_local_18472_28672_7928_4316_CCFv3.swc,0,1,4,0,2,3,1,0,0,0
SEU-ALLEN_local_18472_28714_7364_4478_CCFv3.swc,0,0,1,0,2,0,1,1,0,0
SEU-ALLEN_local_18472_28719_7338_4524_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28722_7715_4368_CCFv3.swc,0,1,4,0,3,0,0,4,0,1
SEU-ALLEN_local_18472_28816_7259_4699_CCFv3.swc,0,1,0,1,0,0,0,0,0,1
SEU-ALLEN_local_18472_28902_8445_4120_CCFv3.swc,0,0,0,2,0,0,0,0,0,0
SEU-ALLEN_local_18472_28942_5507_5328_CCFv3.swc,0,0,0,1,0,1,1,0,0,1
SEU-ALLEN_local_18472_28996_7354_4583_CCFv3.swc,0,0,2,2,0,1,0,0,0,0
SEU-ALLEN_local_18472_29025_5644_5347_CCFv3.swc,1,1,3,1,2,1,0,0,0,0
SEU-ALLEN_local_18472_29065_5661_5416_CCFv3.swc,0,0,4,0,0,1,0,1,0,0
SEU-ALLEN_local_18472_29071_8501_4136_CCFv3.swc,0,1,3,0,0,0,2,1,1,0
SEU-ALLEN_local_18472_29090_5487_5397_CCFv3.swc,0,1,0,0,2,1,0,0,2,1
SEU-ALLEN_local_18472_29121_7359_4632_CCFv3.swc,1,1,2,1,0,1,1,0,0,0
SEU-ALLEN_local_18472_29165_7048_4777_CCFv3.swc,0,1,0,3,2,0,2,1,1,0
SEU-ALLEN_local_18472_29168_5208_5699_CCFv3.swc,0,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29207_5769_5251_CCFv3.swc,0,0,0,0,2,0,0,1,0,0
SEU-ALLEN_local_18472_29234_5618_5402_CCFv3.swc,0,1,0,1,0,1,2,0,0,0
SEU-ALLEN_local_18472_29260_8464_4235_CCFv3.swc,0,0,1,1,6,4,2,0,0,0
SEU-ALLEN_local_18472_29288_8636_4071_CCFv3.swc,0,0,0,4,0,0,0,0,0,0
SEU-ALLEN_local_18472_29304_5157_5664_CCFv3.swc,0,0,0,0,1,1,0,3,0,2
SEU-ALLEN_local_18472_29312_8607_4101_CCFv3.swc,0,0,0,4,2,4,1,2,0,0
SEU-ALLEN_local_18472_29375_5291_5558_CCFv3.swc,0,0,0,0,0,0,0,1,4,0
SEU-ALLEN_local_18472_29386_8404_4242_CCFv3.swc,0,1,0,1,3,1,1,0,1,0
SEU-ALLEN_local_18472_29393_5654_5529_CCFv3.swc,0,1,1,1,1,2,0,0,0,0
SEU-ALLEN_local_18472_29411_6110_5221_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_18472_29414_8176_4307_CCFv3.swc,1,0,4,1,1,1,0,0,1,3
SEU-ALLEN_local_18472_29420_7800_4573_CCFv3.swc,1,0,1,1,1,0,1,0,0,0
SEU-ALLEN_local_18472_29428_8615_4172_CCFv3.swc,0,3,4,6,2,2,4,3,2,3
SEU-ALLEN_local_18472_29447_8255_4239_CCFv3.swc,0,1,0,4,4,0,1,0,0,0
SEU-ALLEN_local_18472_29464_5662_5449_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_18472_29485_6064_5238_CCFv3.swc,0,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29490_5304_5575_CCFv3.swc,0,0,0,4,0,1,0,0,0,0
SEU-ALLEN_local_18472_29508_7982_4503_CCFv3.swc,1,0,2,2,0,1,0,1,0,0
SEU-ALLEN_local_18472_29538_5426_5556_CCFv3.swc,0,0,0,0,0,0,0,2,0,0
SEU-ALLEN_local_18472_29542_5907_5459_CCFv3.swc,0,0,0,12,1,1,2,1,0,0
SEU-ALLEN_local_18472_29579_7770_4476_CCFv3.swc,0,0,0,2,1,3,1,0,0,0
SEU-ALLEN_local_18472_29587_7749_4674_CCFv3.swc,0,1,0,1,1,1,0,0,0,0
SEU-ALLEN_local_18472_29620_5352_5727_CCFv3.swc,0,0,1,0,1,0,1,0,0,0
SEU-ALLEN_local_18472_29627_6424_5139_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_18472_29630_8441_4202_CCFv3.swc,0,0,1,2,0,3,1,1,0,1
SEU-ALLEN_local_18472_29632_6150_5259_CCFv3.swc,0,1,0,1,0,0,0,1,0,0
SEU-ALLEN_local_18472_29649_7717_4554_CCFv3.swc,0,0,0,1,1,4,1,2,0,0
SEU-ALLEN_local_18472_29664_8281_4251_CCFv3.swc,0,1,0,3,0,3,0,5,0,0
SEU-ALLEN_local_18472_29679_6184_5299_CCFv3.swc,0,0,1,0,1,1,0,0,0,0
SEU-ALLEN_local_18472_29692_8547_4225_CCFv3.swc,1,0,4,1,6,4,0,0,2,0
SEU-ALLEN_local_18472_29705_5478_5615_CCFv3.swc,0,0,0,0,1,1,0,0,0,0
SEU-ALLEN_local_18472_29719_8660_4199_CCFv3.swc,0,2,2,0,1,2,1,0,0,0
SEU-ALLEN_local_18472_29725_6476_5143_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_18472_29780_5400_5763_CCFv3.swc,2,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29782_6363_5133_CCFv3.swc,0,0,2,0,1,0,0,2,0,0
SEU-ALLEN_local_18472_29792_6603_5057_CCFv3.swc,0,0,2,4,1,3,1,1,3,0
