target_cell,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
SEU-ALLEN_local_18472_11613_5047_5800_CCFv3.swc,0,0,21,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11627_9000_4067_CCFv3.swc,0,10,12,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11631_9109_3874_CCFv3.swc,0,0,5,17,23,31,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11632_6114_5351_CCFv3.swc,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11635_5190_5724_CCFv3.swc,3,16,23,31,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11637_7180_4725_CCFv3.swc,0,0,30,18,22,11,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11639_7592_4553_CCFv3.swc,0,3,5,17,11,30,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11641_9391_3740_CCFv3.swc,4,5,16,44,59,8,7,49,6,5,0,5,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11644_8670_3989_CCFv3.swc,5,1,18,16,16,31,12,2,12,1,9,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11646_8420_4049_CCFv3.swc,0,0,3,12,28,19,6,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11648_9297_3856_CCFv3.swc,29,0,5,11,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11656_5723_5507_CCFv3.swc,0,0,14,40,44,26,16,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11657_4415_6059_CCFv3.swc,0,0,1,3,0,27,4,0,5,20,5,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11661_8083_4350_CCFv3.swc,0,0,5,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11668_7451_4746_CCFv3.swc,0,6,14,19,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11681_5997_5321_CCFv3.swc,1,31,7,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11695_6093_5290_CCFv3.swc,0,1,0,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11698_7991_4379_CCFv3.swc,0,0,2,2,19,10,3,2,14,15,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11712_6021_5343_CCFv3.swc,0,5,22,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11724_4556_5931_CCFv3.swc,2,35,42,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11725_5483_5528_CCFv3.swc,0,12,36,13,15,2,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11725_6908_4849_CCFv3.swc,0,0,15,46,2,2,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11734_9764_3567_CCFv3.swc,0,1,10,9,22,69,15,27,31,27,19,43,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11737_6726_5055_CCFv3.swc,0,22,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11742_4766_5826_CCFv3.swc,0,0,19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11743_8455_4047_CCFv3.swc,0,10,0,33,32,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11747_5733_5465_CCFv3.swc,0,18,38,29,71,37,29,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11748_9500_3657_CCFv3.swc,0,38,14,75,37,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11749_5398_5624_CCFv3.swc,0,4,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11754_7261_4772_CCFv3.swc,6,2,0,2,0,3,5,0,0,0,0,14,10,3,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11755_4631_5980_CCFv3.swc,0,13,0,13,11,23,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11761_4963_5824_CCFv3.swc,0,11,0,0,16,0,5,2,18,18,0,1,0,23,11,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11768_7721_4375_CCFv3.swc,3,20,38,7,33,47,73,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11773_9873_3513_CCFv3.swc,5,9,86,55,51,131,35,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11775_4471_6030_CCFv3.swc,0,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11782_9637_3531_CCFv3.swc,9,2,13,14,31,34,22,26,52,0,4,14,19,12,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11798_5440_5629_CCFv3.swc,0,3,26,40,26,17,17,21,0,6,0,1,14,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11799_9425_3693_CCFv3.swc,2,31,27,55,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11806_5135_5765_CCFv3.swc,0,8,0,8,19,0,6,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11806_7034_4846_CCFv3.swc,20,19,6,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11807_4915_5700_CCFv3.swc,2,23,33,15,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11814_8875_3830_CCFv3.swc,0,3,11,19,23,32,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11815_8185_4238_CCFv3.swc,0,1,71,62,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11819_5750_5371_CCFv3.swc,6,15,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11823_7309_4818_CCFv3.swc,0,0,8,15,4,0,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11824_5605_5520_CCFv3.swc,0,3,14,14,5,13,0,0,34,2,29,17,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11831_7365_4648_CCFv3.swc,0,3,15,10,30,19,3,18,0,5,2,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11840_9387_3849_CCFv3.swc,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11867_4431_6008_CCFv3.swc,0,0,1,19,26,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11873_5647_5396_CCFv3.swc,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11876_4489_5998_CCFv3.swc,0,4,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11876_4662_5858_CCFv3.swc,0,0,7,4,8,10,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11877_6098_5319_CCFv3.swc,0,0,10,14,36,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11894_6012_5311_CCFv3.swc,0,6,41,66,15,13,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11899_7036_4912_CCFv3.swc,0,0,0,14,2,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11901_5031_5726_CCFv3.swc,0,21,19,19,35,10,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11906_4724_5897_CCFv3.swc,0,35,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11917_7007_4790_CCFv3.swc,0,22,0,10,2,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11919_6646_4914_CCFv3.swc,0,0,6,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11925_8655_4023_CCFv3.swc,3,22,42,31,35,18,5,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11931_5672_5376_CCFv3.swc,0,28,12,32,11,5,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11932_4415_5981_CCFv3.swc,0,14,2,5,6,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11945_7568_4566_CCFv3.swc,14,27,29,26,53,3,13,5,0,1,0,7,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11958_5731_5381_CCFv3.swc,20,2,0,9,7,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11961_5212_5586_CCFv3.swc,0,8,11,56,20,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11962_8201_4099_CCFv3.swc,2,3,2,37,0,2,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11964_5306_5626_CCFv3.swc,0,3,12,11,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11985_7164_4822_CCFv3.swc,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_11988_6809_4938_CCFv3.swc,0,0,3,4,16,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12000_7312_4618_CCFv3.swc,0,0,7,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12002_4441_6026_CCFv3.swc,0,0,11,7,32,21,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12006_5443_5537_CCFv3.swc,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12009_7252_4792_CCFv3.swc,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12021_5173_5678_CCFv3.swc,11,31,53,1,14,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12028_5712_5400_CCFv3.swc,2,29,6,46,13,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12033_4939_5753_CCFv3.swc,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12035_4661_5888_CCFv3.swc,0,0,0,0,8,25,0,0,2,5,0,14,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12037_9260_3821_CCFv3.swc,5,20,30,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12046_5502_5435_CCFv3.swc,0,4,15,14,15,40,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12073_5271_5473_CCFv3.swc,0,0,6,37,34,9,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12081_6958_4906_CCFv3.swc,0,0,0,0,20,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12092_5349_5514_CCFv3.swc,7,0,5,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12103_8958_3861_CCFv3.swc,0,14,24,9,21,31,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12105_4441_5859_CCFv3.swc,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12114_5246_5542_CCFv3.swc,0,2,5,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12117_5600_5316_CCFv3.swc,0,7,0,35,17,29,48,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12126_8453_4040_CCFv3.swc,4,29,41,34,46,19,5,19,0,1,11,5,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12133_5672_5450_CCFv3.swc,0,3,0,6,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12135_7153_4754_CCFv3.swc,0,0,3,13,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12149_5135_5632_CCFv3.swc,0,11,6,9,8,38,34,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12157_7242_4563_CCFv3.swc,0,5,12,10,15,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12172_8098_4022_CCFv3.swc,25,0,2,22,19,26,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12176_7931_4161_CCFv3.swc,0,3,25,5,13,17,27,26,13,12,5,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12178_4412_5970_CCFv3.swc,0,12,13,0,0,9,1,2,17,0,2,26,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12180_6833_4933_CCFv3.swc,0,5,35,9,26,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12185_7650_4346_CCFv3.swc,0,0,1,12,2,39,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12187_7076_4759_CCFv3.swc,10,64,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12204_7163_4714_CCFv3.swc,0,20,23,21,8,23,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12220_6794_4905_CCFv3.swc,4,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12222_5360_5419_CCFv3.swc,0,33,39,82,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12228_6965_4737_CCFv3.swc,0,1,16,0,8,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12238_7734_4277_CCFv3.swc,11,9,51,27,20,22,0,9,9,9,18,14,12,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12272_8471_4026_CCFv3.swc,0,3,100,52,38,38,17,17,5,15,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12274_7294_4665_CCFv3.swc,30,11,19,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12277_4551_5797_CCFv3.swc,0,5,11,12,17,18,0,6,15,9,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12279_5558_5465_CCFv3.swc,0,0,4,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12279_8902_3801_CCFv3.swc,4,5,22,31,36,19,15,6,3,30,9,7,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12282_7492_4555_CCFv3.swc,0,24,9,13,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12283_7668_4504_CCFv3.swc,0,0,12,3,31,6,23,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12288_8277_4103_CCFv3.swc,0,3,27,54,31,34,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12298_8828_3732_CCFv3.swc,0,3,33,32,26,32,21,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12303_5692_5299_CCFv3.swc,0,18,34,66,72,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12309_6629_4892_CCFv3.swc,0,0,8,10,0,0,0,15,3,2,8,6,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12310_5540_5315_CCFv3.swc,0,0,0,10,34,19,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12329_5392_5453_CCFv3.swc,4,0,6,2,34,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12351_7427_4591_CCFv3.swc,0,5,53,14,9,16,17,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12364_5207_5397_CCFv3.swc,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12368_7839_4241_CCFv3.swc,0,10,42,15,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12382_6610_4851_CCFv3.swc,0,0,9,10,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12383_7177_4588_CCFv3.swc,0,0,33,0,15,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12415_6969_4711_CCFv3.swc,0,3,0,11,16,10,0,0,5,8,9,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12417_5618_5338_CCFv3.swc,0,0,3,0,0,6,4,35,0,7,4,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12434_8016_4199_CCFv3.swc,0,12,7,15,57,17,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12448_7914_4272_CCFv3.swc,37,53,29,32,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12450_7972_4092_CCFv3.swc,0,20,12,25,33,21,41,1,11,15,3,3,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12451_6982_4668_CCFv3.swc,0,3,12,18,0,6,1,6,12,0,0,4,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12452_6755_4878_CCFv3.swc,0,2,5,66,27,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12470_5485_5318_CCFv3.swc,0,15,46,21,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12477_7064_4752_CCFv3.swc,0,3,26,5,51,61,21,15,2,7,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12481_6936_4819_CCFv3.swc,0,1,12,32,26,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12494_7298_4494_CCFv3.swc,0,9,19,4,4,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12496_5291_5459_CCFv3.swc,0,0,4,15,11,22,5,31,20,1,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12501_8983_3764_CCFv3.swc,6,6,26,9,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12504_7382_4439_CCFv3.swc,0,4,18,40,3,14,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12520_6679_4826_CCFv3.swc,0,0,9,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12547_7139_4517_CCFv3.swc,0,0,3,0,0,2,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12550_7271_4577_CCFv3.swc,0,0,28,14,33,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12556_6942_4713_CCFv3.swc,0,30,2,31,16,49,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12597_5467_5363_CCFv3.swc,10,31,44,21,53,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12610_8335_3947_CCFv3.swc,0,5,13,70,28,28,59,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12612_7443_4545_CCFv3.swc,0,8,21,45,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12613_8478_3859_CCFv3.swc,11,6,5,57,63,7,22,47,43,12,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12616_7049_4648_CCFv3.swc,0,3,2,25,39,37,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12618_7580_4255_CCFv3.swc,12,5,0,1,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12682_7678_4298_CCFv3.swc,0,0,18,36,12,20,23,12,8,24,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12691_8073_4049_CCFv3.swc,9,20,45,41,41,25,14,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12756_8416_3918_CCFv3.swc,5,39,21,19,51,67,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12758_7831_4158_CCFv3.swc,0,0,0,21,9,25,31,25,22,9,24,16,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12892_7755_4260_CCFv3.swc,3,31,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_12962_8093_3966_CCFv3.swc,1,14,42,83,62,44,38,28,2,18,12,12,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_13000_7798_4155_CCFv3.swc,0,7,32,13,12,10,27,7,5,17,17,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_13095_7949_3990_CCFv3.swc,0,11,16,44,74,77,19,43,9,4,7,5,13,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_13583_8506_3888_CCFv3.swc,10,58,36,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_27533_6483_4741_CCFv3.swc,0,0,14,23,7,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_27670_6477_4634_CCFv3.swc,0,9,15,26,21,16,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_27687_6628_4621_CCFv3.swc,0,8,0,1,17,5,1,54,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_27797_6515_4834_CCFv3.swc,2,1,26,39,11,0,6,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_27976_7248_4550_CCFv3.swc,0,22,21,12,29,5,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28063_7596_4412_CCFv3.swc,0,14,29,51,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28213_7216_4593_CCFv3.swc,0,0,0,22,60,31,7,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28358_7487_4443_CCFv3.swc,0,2,18,6,8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28363_7567_4332_CCFv3.swc,0,9,14,16,13,19,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28431_7402_4398_CCFv3.swc,0,7,1,10,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28445_7116_4516_CCFv3.swc,0,0,0,0,27,27,22,13,13,4,7,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28563_7375_4478_CCFv3.swc,0,7,0,17,3,5,23,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28573_7058_4694_CCFv3.swc,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28672_7928_4316_CCFv3.swc,0,4,40,6,24,11,9,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28714_7364_4478_CCFv3.swc,0,0,17,13,10,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28719_7338_4524_CCFv3.swc,0,2,9,0,24,14,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28722_7715_4368_CCFv3.swc,1,22,49,22,27,3,21,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28816_7259_4699_CCFv3.swc,2,9,0,8,34,0,9,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28902_8445_4120_CCFv3.swc,0,31,7,10,8,22,13,19,5,0,3,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28942_5507_5328_CCFv3.swc,5,0,18,15,10,4,26,17,6,10,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_28996_7354_4583_CCFv3.swc,0,4,20,10,5,5,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29025_5644_5347_CCFv3.swc,8,35,15,23,15,22,0,7,9,37,1,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29065_5661_5416_CCFv3.swc,0,11,62,9,7,11,2,33,2,13,4,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29071_8501_4136_CCFv3.swc,0,12,46,6,15,22,35,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29090_5487_5397_CCFv3.swc,0,16,24,17,38,17,22,0,21,7,5,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29121_7359_4632_CCFv3.swc,1,24,43,10,14,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29165_7048_4777_CCFv3.swc,5,2,3,12,16,3,8,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18472_29168_5208_5699_CCFv3.swc,0,4,0,4,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
